NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,TARGET
1,0,0,0,0,112500.0,135000.0,6750.0,135000.0,7,0,0,1,1,0.0228,-19467,-4066,-4623.0,-2975,0,1,0,1,0,0,0,1,1,1,4,15,0,0,0,0,0,0,0
0,1,0,1,0,135000.0,337761.0,15781.5,256500.0,7,3,3,0,1,0.025164,-9666,-2811,-4437.0,-2342,0,1,0,1,1,0,9,1,1,1,5,12,0,0,0,0,0,0,0
0,0,0,1,1,94500.0,585000.0,28273.5,585000.0,7,3,3,1,1,0.028663,-18253,-721,-1701.0,-1779,0,1,0,1,1,0,4,2,1,1,5,16,0,0,0,0,0,0,0
0,0,0,1,0,108000.0,113760.0,5301.0,90000.0,7,1,0,3,1,0.030755,-22935,365243,-12623.0,-3442,0,0,0,1,0,0,0,0,1,1,4,10,0,0,0,0,0,0,0
1,0,0,1,2,67500.0,135000.0,6750.0,135000.0,7,3,3,1,1,0.020246,-18693,-1434,-10255.0,-2241,0,1,0,1,1,0,15,3,2,2,4,8,0,0,0,0,0,0,0
0,0,0,1,0,81000.0,252000.0,14593.5,252000.0,7,1,3,1,1,0.028663,-24794,365243,-5391.0,-4199,0,0,0,1,0,0,0,1,1,1,4,10,0,0,0,0,0,0,1
0,1,1,1,0,157500.0,760225.5,30280.5,679500.0,7,3,3,1,1,0.035792000000000004,-17527,-2442,-3500.0,-983,0,1,0,1,0,0,0,1,1,1,4,10,0,0,0,0,1,1,0
1,1,1,0,0,225000.0,270000.0,13500.0,270000.0,7,3,3,0,1,0.01885,-17390,-924,-7211.0,-907,0,1,0,1,0,0,5,1,1,1,6,9,0,0,0,0,0,0,0
0,0,0,1,0,360000.0,733315.5,41076.0,679500.0,7,1,3,2,1,0.009175,-23032,365243,-9506.0,-793,0,0,0,1,0,0,0,0,1,1,4,12,1,0,0,0,0,0,0
0,1,1,1,2,202500.0,796396.5,38443.5,643500.0,7,3,0,1,1,0.008019,-15909,-1094,-3134.0,-4180,0,1,0,1,0,1,11,3,1,1,0,17,0,0,0,0,1,1,0
0,0,1,1,0,202500.0,343377.0,22072.5,283500.0,7,2,0,3,1,0.072508,-18138,-969,-7421.0,-1681,0,1,0,1,0,0,7,0,0,0,6,13,0,0,0,0,0,0,0
0,0,0,0,1,126000.0,327024.0,10264.5,270000.0,7,3,3,3,1,0.02461,-14321,-192,-6913.0,-5942,0,1,0,1,1,0,9,1,1,1,3,13,0,0,0,0,0,0,0
0,0,0,1,0,72000.0,450000.0,16965.0,450000.0,7,3,3,1,1,0.009175,-21112,-1694,-6057.0,-4013,0,1,1,1,0,0,0,1,1,1,0,12,0,0,0,0,0,0,0
0,0,0,1,0,90000.0,547344.0,30690.0,472500.0,7,3,3,1,1,0.022625,-18556,-862,-6769.0,-2045,0,1,0,1,1,0,18,1,1,1,6,17,0,0,0,0,0,0,0
0,0,0,1,0,193500.0,225000.0,23755.5,225000.0,7,3,3,1,1,0.031329,-19810,-8862,-4493.0,-3043,0,1,1,1,1,0,11,1,1,1,5,11,0,0,0,0,0,0,0
0,0,0,1,3,171000.0,545040.0,31288.5,450000.0,7,3,3,1,1,0.006629,-12780,-1415,-5146.0,-870,0,1,1,1,1,0,15,4,1,1,6,11,0,0,0,0,1,1,0
0,1,1,1,3,135000.0,373140.0,25065.0,337500.0,7,0,3,1,1,0.035792000000000004,-10744,-741,-442.0,-2381,0,1,0,1,0,0,9,4,1,1,6,9,0,0,0,0,1,1,0
0,0,1,0,1,112500.0,862560.0,27954.0,720000.0,7,0,3,1,5,0.0228,-10485,-1249,-4628.0,-3110,0,1,0,1,0,0,15,2,1,1,1,11,0,0,0,0,0,0,0
0,1,1,1,0,315000.0,953460.0,64107.0,900000.0,2,0,1,3,5,0.030755,-10199,-2015,-4802.0,-1038,0,1,0,1,0,0,0,0,1,1,3,13,0,0,0,0,1,1,1
0,1,1,0,0,76500.0,135000.0,6696.0,135000.0,7,3,3,3,1,0.028663,-15137,-7980,-9176.0,-4576,0,1,1,1,0,0,10,0,1,1,1,10,0,0,0,0,0,0,0
0,0,0,1,0,135000.0,284400.0,22599.0,225000.0,7,0,0,3,1,0.030755,-10734,-693,-7913.0,-1362,0,1,0,1,0,0,9,0,1,1,1,14,0,0,0,1,1,0,0
0,0,0,0,0,90000.0,315000.0,14683.5,315000.0,6,3,3,1,1,0.028663,-15371,-367,-3071.0,-4211,0,1,1,1,1,0,0,1,1,1,3,11,0,0,0,0,1,1,0
0,0,0,1,0,243000.0,900000.0,32017.5,900000.0,7,3,0,1,1,0.010006,-14751,-6737,-3390.0,-4788,0,1,0,1,0,1,4,1,1,0,4,11,0,0,0,0,1,1,0
0,0,0,1,0,90000.0,675000.0,26541.0,675000.0,7,1,3,4,1,0.026392,-22471,365243,-217.0,-4323,0,0,0,1,0,0,0,0,1,1,5,15,0,0,0,0,0,0,0
1,0,0,1,0,54000.0,180000.0,9000.0,180000.0,7,3,3,1,1,0.015221,-11142,-2419,-4987.0,-467,0,1,0,1,0,0,12,1,1,1,2,16,0,0,0,0,0,0,0
0,0,0,0,0,135000.0,781920.0,28215.0,675000.0,7,3,0,1,1,0.019689,-9650,-2953,-4329.0,-367,0,1,1,1,0,0,4,1,1,1,0,15,0,0,0,0,1,1,0
0,1,0,1,0,126000.0,787131.0,26145.0,679500.0,7,3,3,1,5,0.018209,-16798,-669,-9388.0,-347,0,1,1,1,1,0,10,1,2,2,0,7,0,0,0,0,0,0,0
0,0,0,0,1,76500.0,808650.0,26217.0,675000.0,7,0,0,1,5,0.0228,-10954,-2469,-550.0,-596,0,1,0,1,1,0,4,2,1,1,5,11,0,0,0,0,0,0,0
0,0,0,0,0,103500.0,675000.0,19737.0,675000.0,7,3,3,4,1,0.020246,-23719,-8466,-3917.0,-4036,0,1,1,1,0,0,17,0,2,2,2,16,0,0,0,0,0,0,0
0,1,0,1,0,225000.0,448272.0,28647.0,396000.0,7,1,3,4,1,0.072508,-24051,365243,-7040.0,-4053,0,0,0,1,1,1,0,0,0,0,6,17,0,0,0,0,0,0,0
0,0,0,0,0,126000.0,263686.5,26208.0,238500.0,7,1,3,1,1,0.009549,-21613,365243,-2376.0,-2434,0,0,0,1,1,0,0,1,1,1,1,11,0,0,0,0,0,0,0
1,1,0,1,2,135000.0,180000.0,9000.0,180000.0,2,3,3,1,1,0.04622,-12900,-782,-2124.0,-3888,0,1,1,1,0,0,0,3,0,0,0,21,0,0,0,0,1,1,0
0,1,0,1,0,112500.0,52128.0,5341.5,45000.0,7,1,3,1,1,0.02461,-21341,365243,-10150.0,-1403,0,0,0,1,1,0,0,1,1,1,0,7,0,0,0,0,0,0,0
1,0,1,1,1,85500.0,135000.0,6750.0,135000.0,7,3,0,1,1,0.018029,-9415,-225,-4066.0,-2104,0,1,0,0,0,0,0,2,2,1,1,8,0,0,0,0,0,0,0
0,0,0,1,1,157500.0,723996.0,30802.5,585000.0,7,0,1,2,1,0.007273999999999998,-10526,-267,-387.0,-3190,0,1,0,1,1,0,15,1,1,1,3,12,0,1,1,0,1,1,1
0,0,0,1,0,270000.0,891072.0,45625.5,720000.0,7,0,3,3,1,0.072508,-13830,-1169,-7953.0,-4802,0,1,0,1,0,0,14,0,0,0,4,15,0,0,0,0,0,0,0
0,0,0,1,0,202500.0,1136439.0,73611.0,1089000.0,7,0,3,4,1,0.032561,-23656,-968,-14666.0,-4456,0,1,0,1,1,0,2,0,0,0,5,14,0,0,0,0,0,0,0
0,0,0,0,0,67500.0,384048.0,18810.0,270000.0,7,3,3,0,5,0.002134,-9207,-1043,-4069.0,-1882,0,1,0,1,0,0,4,1,2,2,6,10,0,0,0,0,1,1,0
1,0,0,0,0,202500.0,180000.0,9000.0,180000.0,7,0,3,1,1,0.018634,-10085,-465,-9649.0,-1666,0,1,0,0,0,0,16,1,1,1,1,17,0,0,0,0,0,0,0
0,1,0,1,0,135000.0,391194.0,26271.0,319500.0,7,0,3,1,1,0.00733,-19829,-215,-4730.0,-3368,0,1,0,1,0,0,9,1,1,1,2,10,1,1,0,1,1,0,0
0,1,1,0,1,157500.0,1571931.0,49356.0,1435500.0,7,2,3,1,1,0.04622,-15949,-239,-1146.0,-4321,0,1,0,1,1,1,9,2,0,0,3,13,0,0,0,0,0,0,0
0,0,1,1,0,225000.0,891072.0,45625.5,720000.0,2,1,3,1,1,0.020246,-20284,365243,-1990.0,-2556,0,0,0,1,0,0,0,1,2,2,0,8,0,0,0,0,0,0,0
0,1,1,0,0,135000.0,824823.0,29223.0,688500.0,7,1,0,1,1,0.04622,-14339,365243,-1104.0,-4620,0,0,0,1,0,0,0,1,0,0,5,14,0,0,0,0,0,0,0
0,0,0,0,1,157500.0,302341.5,24016.5,261000.0,2,3,3,1,1,0.010276,-13286,-2305,-6685.0,-4955,0,1,0,1,0,1,0,2,1,1,6,10,0,0,0,1,1,0,0
1,0,0,0,0,157500.0,675000.0,33750.0,675000.0,7,0,0,1,1,0.030755,-9223,-802,-4067.0,-505,0,1,0,1,0,0,7,1,1,1,0,9,0,0,0,1,1,0,0
0,1,1,1,1,360000.0,579195.0,27994.5,468000.0,6,2,0,0,1,0.018801,-13379,-5387,-6869.0,-4540,0,1,0,1,0,0,7,2,1,1,0,11,0,0,0,0,1,1,0
1,1,0,1,0,162000.0,270000.0,13500.0,270000.0,7,2,0,1,1,0.035792000000000004,-22881,-3420,-1481.0,-4802,0,1,0,1,0,0,4,1,1,1,5,10,0,0,0,0,0,0,0
0,0,0,0,0,112500.0,535500.0,30028.5,535500.0,7,3,3,2,1,0.028663,-16759,-4560,-3079.0,-296,0,1,0,1,0,0,15,0,1,1,4,17,0,0,0,0,0,0,0
0,0,1,1,1,202500.0,260725.5,16789.5,198000.0,2,3,3,2,1,0.01885,-16282,-4375,-762.0,-1494,0,1,0,1,0,0,9,1,1,1,5,11,0,0,0,0,0,0,0
0,1,1,1,0,117000.0,327024.0,12456.0,270000.0,7,1,3,1,1,0.00733,-22959,365243,-1730.0,-4047,0,0,0,1,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0
0,0,0,1,1,135000.0,518562.0,22099.5,463500.0,7,3,3,1,1,0.003813,-16142,-2832,-3440.0,-3970,0,1,0,1,0,0,9,2,1,1,3,7,0,0,0,0,0,0,0
